ctxkey,pattern,histlen,pc,bw,bctx
15361,228363278,14,18446744071585854574,2,18446744071585554577
10134,118533133,13,18446744071585239531,64,18446744071585216442
1431,66589702,6,18446744071585240136,2,18446744071585244757
12493,106998790,6,18446744071585238196,2,18446744071585240305
4293,407546886,6,18446744071586023671,2,18446744071579537607
6138,337888265,9,18446744071585989176,2,18446744071585976170
15988,273357830,6,18446744071585142090,2,18446744071585429888
15158,485096454,6,18446744071586008770,2,18446744071585181314
3320,49519622,6,18446744071585583319,2,18446744071585581384
6989,128616462,14,18446744071579537840,64,18446744071585993046
12222,106907668,20,18446744071586904611,2,18446744071579368102
2822,283374598,6,18446744071585239303,2,18446744071585239258
13646,236602374,6,18446744071580496714,2,18446744071581813056
1067,333503498,10,18446744071580408235,2,18446744071580402587
5039,515578890,10,18446744071586040810,2,18446744071585134929
15750,43224078,14,18446744071579342017,2,18446744071579342010
15603,137456646,6,18446744071585158064,2,18446744071585164177
713,501311494,6,18446744071578954076,2,18446744071587234207
11085,389719052,12,18446744071585653790,2,18446744071585653583
5465,456601616,16,18446744071585941311,64,18446744071585948670
6793,380652554,10,18446744071578860491,2,18446744071586879025
15361,323030026,10,18446744071586253624,2,18446744071585554577
9915,193794065,17,18446744071585941458,2,18446744071585603213
102,277791768,24,140323391288023,2,140323390891066
4404,204137481,9,18446744071585997259,2,18446744071586033668
4424,61980678,6,18446744071585992708,2,18446744071585976078
6659,37190670,14,18446744071585244772,2,18446744071585206745
14116,183888910,14,18446744071585240230,2,18446744071585240214
12493,216054790,6,18446744071585244812,2,18446744071585240305
6052,498076678,6,18446744071586039732,2,18446744071586027840
8662,118052870,6,18446744071585589561,2,18446744071585581800
1125,325189638,6,140322915286791,2,140322915154839
14981,96537606,6,18446744071585947741,64,18446744071589333984
2640,230728710,6,18446744071586063278,2,18446744071586024004
5650,506132486,6,18446744071586035980,2,18446744071579221152
10500,427506694,6,18446744071579358392,2,18446744071579368410
15009,157465606,6,18446744071586063848,2,18446744071586060017
11291,535653389,13,18446744071585161033,2,18446744071580403311
11649,125982726,6,18446744071585618950,2,18446744071585604609
8488,308620307,19,18446744071579221125,2,18446744071586248624
6287,228255750,6,18446744071586006116,64,18446744071586004477
6566,308006918,6,18446744071579340910,2,18446744071578989902
14149,134867974,6,18446744071586839958,2,18446744071586078889
13107,269122566,6,140322915192069,2,140322915144783
14519,436860934,6,18446744071586035927,64,18446744071589333600
13570,28951558,6,18446744071585975986,64,18446744071585974396
11255,329879558,6,18446744071585929412,2,18446744071585930265
70,299505674,10,18446744071585236812,2,18446744071585223044
10798,205203465,9,18446744071586062987,2,18446744071585962120
5685,67212298,10,18446744071586841362,2,18446744071586016325
8092,338288646,6,18446744071585983324,2,18446744071582321370
8549,54775814,6,18446744071585854574,2,18446744071585554503
9177,457342982,6,18446744071580501540,2,18446744071580497251
6127,76550154,10,18446744071578998846,2,18446744071586904857
15634,139088902,6,18446744071579365393,2,18446744071579365360
5918,185733129,9,18446744071585984647,2,18446744071585974776
15447,325596169,9,140323041642458,2,140322915285127
582,228222982,6,18446744071586062928,2,18446744071586062488
11866,167830534,6,18446744071585588842,2,18446744071585587914
2016,517009417,9,18446744071578860219,2,18446744071579112224
9177,451648522,10,18446744071580501540,2,18446744071580497251
3080,135840800,32,140323406774321,2,140323398094610
11781,270694406,6,18446744071585610469,2,18446744071585610007
10178,183954445,13,18446744071585609942,2,18446744071585608596
360,394508294,6,18446744071579530209,2,18446744071585999318
3739,31683590,6,140322915126380,2,140322915123127
