ctxkey,pattern,histlen,pc,bw,bctx
11553,482961417,9,139997420011585,2,139997552004839
13221,233978889,9,139997554074568,2,139997550691595
15158,417019914,10,18446744071586008770,2,18446744071585181314
14035,75767826,18,139997554397938,2,139997550214095
10915,37382156,12,139997550126557,2,139997550531847
13720,74065926,6,139997550691628,2,139997548966910
6610,324043787,11,139997549368512,2,139997549496840
10253,207186953,9,139997909069494,2,139997907621275
8092,372360201,9,18446744071585983324,2,18446744071582321370
8348,412748810,10,139997550300676,2,139997420011474
12552,364985350,6,139997908996534,2,139997908996514
661,168470546,18,18446744071587234234,2,18446744071587234219
5847,435578908,28,139997551272670,64,139997549121152
13517,214609926,6,18446744071582310781,2,18446744071582313847
3130,260261894,6,18446744071580382617,2,18446744071580306698
661,378146834,18,18446744071587234234,2,18446744071587234219
14035,313743373,13,139997554396774,2,139997550214095
1300,187187206,6,139997552043030,2,139997551309290
14801,398093322,10,18446744071580306692,2,18446744071580246409
13517,202492934,6,18446744071582310855,2,18446744071582313847
425,103350278,6,18446744072100387576,2,18446744071579740533
4155,272840713,9,18446744071586033713,2,18446744071586034657
12157,34814978,2,139997550214103,2,139997554399459
9631,237075458,2,139997420012356,2,139997551101027
2195,458829833,9,18446744071580211638,2,18446744071580474869
15821,112388102,6,18446744071580498065,2,18446744071581813187
12159,454094857,9,139997420244729,2,139997549162979
13214,387014670,14,18446744071585915801,64,18446744071585941797
1193,305679366,6,139997550782452,2,139997550782319
7498,303460370,18,18446744071585914952,64,18446744071579421227
10665,138441737,9,139997420010809,2,139997550782327
1097,144953350,6,139997551375493,2,139997549781091
5786,297387014,6,18446744071586033266,2,18446744071589333584
11090,186030095,15,139997549504963,2,139997549013758
12159,422629382,6,139997550782200,2,139997549162979
13517,395413506,2,18446744071582310470,2,18446744071582313847
1228,228614162,18,18446744071580404449,2,18446744071580402648
9850,187883529,9,18446744071585976115,2,18446744071582311000
12352,210979862,22,139997554013324,2,139997549524230
5210,254835722,10,18446744071586039703,2,18446744071586027818
5648,356098057,9,18446744071586029659,2,18446744071586033616
12426,514439186,18,139997549793641,2,139997549793824
5571,64722954,10,18446744071585151158,2,18446744071585166193
