ctxkey,pattern,histlen,pc,bw,bctx
5326,497071110,6,350834365,2,350834428
2637,202473483,11,352785681,2,350562039
5204,191965196,12,350562118,2,350562136
14054,535485455,15,345243857,2,350743990
10217,348876828,28,355372371,2,355372407
8888,308430857,9,352682503,2,350807692
3968,279103498,10,350840377,2,350837996
9769,176325638,6,363258477,2,350741873
11108,188793862,6,350596531,64,352296570
5760,383437848,24,350835915,2,356119120
8427,185785360,16,353555958,2,347447883
5286,351939595,11,355692317,2,356125754
9584,309478415,15,352786628,2,344704716
10980,434857993,9,352965182,2,781382800
12339,41051147,11,351513936,2,351512581
16274,210247712,32,355305633,2,348247912
2990,378838032,16,350838701,2,350838224
3046,136558606,14,350596259,2,353325650
7908,188997646,14,355848616,2,350841198
11123,94022678,22,350735075,2,355706611
10977,514976783,15,350746498,2,350749081
10310,320621583,15,350562334,2,353298370
2646,457625622,22,351604118,2,140104762769178
11634,491713552,16,350729719,2,344704716
5866,507174923,11,363910434,2,350856252
7342,470979595,11,352965076,2,352964410
10556,164511757,13,344895757,2,352979802
10764,230008858,26,350871202,2,355706372
7342,364013574,6,352965076,2,352964410
14495,363545613,13,354222042,2,354217821
1679,311514130,18,350838248,2,350838633
10977,76326934,22,350746498,2,350749081
13119,317144077,13,352972059,2,344704739
15902,359325732,36,355191631,2,350562090
4189,73982985,9,351781517,2,351376251
2637,443887629,13,352786944,2,350562039
5740,396505101,13,351418633,2,351418804
2509,457165841,17,350839262,2,350838707
3923,494070790,6,354027109,2,354023965
2173,62747664,16,350763039,2,350763051
5760,30068752,16,350835915,2,356119120
16344,371319814,6,355656200,2,350934134
15483,28760096,32,352784659,2,352786013
7342,253821958,6,352965076,2,352964410
3917,430126090,10,344996152,2,344996177
2173,129891344,16,350763039,2,350763051
5009,356126726,6,352890309,2,344699967
11040,41329678,14,350735970,2,363907892
6002,81497104,16,352979844,2,345244102
14386,281065498,26,350836026,2,350836548
1844,435701766,6,351650915,2,351650540
9144,163178505,9,363251812,2,363258284
7342,255163405,13,352965076,2,352964410
8067,164833289,9,351613406,2,351794545
6313,188067854,14,351553907,2,351553995
5855,261247002,26,353034287,2,350562635
2745,307236873,9,351794513,2,351772861
5513,158056468,20,351040377,2,356119379
3959,204521500,28,353073542,2,353073225
13138,253905926,6,351619026,2,781383184
15189,83574797,13,351607650,2,351608307
2717,169950218,10,350272157,2,354623667
2532,477827082,10,350761720,2,350763442
1003,483576852,20,354039821,2,356119379
14642,434306064,16,350840377,2,350562254
1621,509193244,28,353421099,2,353422335
4907,442189830,6,361208353,2,355575269
15923,89173003,11,350562494,2,353468985
10826,332174360,24,350870628,2,355706372
10217,350992412,28,355372371,2,355372407
14054,94913553,17,345243857,2,350743990
2883,90352650,10,350763006,2,350763461
15483,52092944,16,352786477,2,352786013
6601,197758978,2,355765048,2,355764603
5143,175252489,9,353630841,2,350562113
2883,386495502,14,350763006,2,350763461
5392,235857933,13,351612972,2,351609544
4097,11719690,10,351771014,2,351794553
13460,161569798,6,350658351,2,350596392
11663,274439177,9,140104763110394,2,351617669
1411,437009425,17,355774615,2,350562113
7116,238578694,6,360959987,2,350751698
2063,140743689,9,140104761663446,2,352750629
2095,268669962,10,140104761663446,2,352750597
2869,407404561,17,352978437,2,140104761664021
11393,249721874,18,351612954,2,356119379
2793,163343374,14,350838763,2,350838633
16293,48527375,15,351566877,2,351567807
3277,249660425,9,351607258,2,351648741
9845,502398991,15,350562023,2,352971651
6601,232307718,6,355765048,2,355764603
10884,376012812,12,352972109,2,352972510
837,43118604,12,353137477,2,353137441
6601,141571074,2,355765048,2,355764603
10,167991302,6,351427266,2,781382800
12110,67555345,17,353631049,2,353628976
2173,179348504,24,350763039,2,350763051
7461,82872326,6,345244003,2,344895743
2083,186653702,6,353367291,2,353368659
2877,189603854,14,352971941,2,344704763
10217,292969498,26,355372371,2,355372407
10980,296463370,10,352965171,2,781382800
10980,408867854,14,352965182,2,781382800
6606,376363026,18,351562504,64,351563892
1920,207800346,26,351562504,64,351563892
5832,414692378,26,351562504,64,351563892
5832,509355036,28,351562504,64,351563892
9160,301493272,24,351562504,64,351563892
15395,521376789,21,353137571,2,353137441
4929,187453464,24,351562536,64,351563892
5832,9860112,16,351562536,64,351563892
10980,491424778,10,352965171,2,781382800
5312,353960986,26,351562536,64,351563892
5546,469141520,16,351562504,64,351563892
10980,57902089,9,352965171,2,781382800
11031,114559004,28,350744730,2,350562041
2208,488304646,6,350562076,2,350596314
15316,88147978,10,352962590,2,344831276
155,181612554,10,351856384,2,351865193
7035,366374928,16,351857362,2,351865193
6334,297383945,9,353667438,2,353667178
8275,301415456,32,355337512,2,355337537
10392,496033798,6,352972496,2,344831242
2953,94536714,10,351562504,2,351562337
10887,296607764,20,351859669,2,351865193
